PROJECT_NUMBER,x,y,CLUSTER_ID
166601435,-5.3362408315947265,8.270717175228937,0
157645457,-3.1041862885149922,9.008178643270973,0
158158388,5.807838587960503,-0.7056256525685931,6
158160229,0.6349396375388899,-0.29754746863451054,6
170374463,8.630533488852949,-2.384758680309578,6
158566048,-6.083723463942263,9.952027885384341,0
158915644,1.795578086528502,-0.4130003976715512,6
158918772,-10.455533817092844,12.244349823773659,1
159078331,-6.992835209620683,-1.7043084091324312,6
159337092,-0.7925955805322067,2.937704078093021,2
159339483,6.189274970831622,-5.854203464035479,6
161423340,7.134562716214269,0.4919304693765863,6
159691821,-12.102492947058298,6.953909611527914,0
159822849,8.685402815829915,-4.263709408751758,6
161615782,1.286065359900889,-2.9998793916139745,2
161054925,-3.48066479896224,5.569156918471454,0
161055305,9.834523150039164,-2.5542407339506923,6
165312251,-1.90660832644624,-9.258343549547675,2
165319779,-6.034560720499807,4.872707424786811,0
166600220,7.079413664569572,-8.588050159800844,1
166600365,-6.094669249082123,4.480788361512804,0
166600489,0.3165365002021331,-0.1684377967008328,6
166851061,-2.387339842088968,9.704770597965489,0
167048326,-3.450007287156828,5.790644692488891,0
167262437,9.085609175148715,-2.6534811105006986,6
167837303,-7.398826617337935,8.563466514057865,0
167838826,-1.7469273499708566,13.6418498525695,0
167903409,3.4528913943110475,4.6972670785658295,1
168143249,-8.579428061651662,2.403275719796491,0
170085258,-8.496072126859266,0.12764632997682915,6
170085315,-8.44008860744042,7.054679148426032,0
171160783,6.12428489789046,-1.4484412845342243,6
171499242,1.4023408637520935,-7.6535136543326425,1
171499253,-3.1358184912166367,1.590548988593274,2
172467703,-10.84509209600792,8.944767330606348,0
172467718,9.899580076239586,-1.4816970514533387,6
173168910,-8.032652622770755,10.092691223779902,0
173384777,-1.3817127941709137,5.134529948099381,6
173385045,-2.09514206561091,-6.598066567975829,5
173385268,-2.575234528614846,8.721899476829938,0
173767875,14.082153819137929,4.71759337189944,1
173938936,1.6393685664875657,-5.665213525011751,2
173938950,-5.254970270268043,4.125664530093941,0
174162237,3.1502560869566185,-6.334849681463504,1
174254775,-0.17532356647438918,10.294607501176447,0
174376447,2.778053632819309,-14.154973272835667,1
174395763,2.1754024716318714,-16.00723732378437,1
176162003,-1.9365320746657735,9.936572392279992,0
176211446,1.545067357694494,-3.9350718237794657,2
176552676,7.773166728213994,-5.356434175221032,1
182048488,-5.088972289008779,11.572686250158426,0
182302231,-11.433748961194109,4.511591365476231,0
